Datum;Uhrzeit;Deutschland/Österreich/Luxemburg[Euro/MWh];Dänemark 1[Euro/MWh];Dänemark 2[Euro/MWh];Frankreich[Euro/MWh];Italien (Nord)[Euro/MWh];Niederlande[Euro/MWh];Polen[Euro/MWh];Schweden 4[Euro/MWh];Schweiz[Euro/MWh];Slowenien[Euro/MWh];Tschechien[Euro/MWh];Ungarn[Euro/MWh]
01.01.2015;00:00;-;25,02;27,38;-;-;-;-;27,38;44,94;27,3;26,48;45,07
01.01.2015;01:00;-;18,29;18,29;-;-;-;-;23,37;43,43;23,25;24,2;44,16
01.01.2015;02:00;-;16,04;16,04;-;-;-;-;19,33;38,08;22,2;22,06;39,17
01.01.2015;03:00;-;14,6;14,6;-;-;-;-;17,66;35,47;19,56;20,27;26,93
01.01.2015;04:00;-;14,95;14,95;-;-;-;-;17,53;30,83;18,88;19,17;20,94
01.01.2015;05:00;-;14,5;14,5;-;-;-;-;18,07;28,26;18,39;17,9;18,52
01.01.2015;06:00;-;10,76;10,76;-;-;-;-;25,23;25,36;18,98;17,29;17,29
01.01.2015;07:00;-;12,01;12,01;-;-;-;-;26,8;26,93;23,56;17,39;17,39
01.01.2015;08:00;-;12,39;12,39;-;-;-;-;26,97;24,95;24,33;15,84;16,95
01.01.2015;09:00;-;14,04;14,04;-;-;-;-;26,29;26,71;26;18,55;20,61
01.01.2015;10:00;-;14,68;14,68;-;-;-;-;26,06;30,04;30;21,97;23,21
01.01.2015;11:00;-;16,08;16,08;-;-;-;-;25,56;31,77;33,86;23,94;25,84
01.01.2015;12:00;-;16,08;16,08;-;-;-;-;25,91;35,09;34;24,87;26,25
01.01.2015;13:00;-;16,05;25,42;-;-;-;-;25,42;35,39;32,75;24;24,83
01.01.2015;14:00;-;16,04;26,78;-;-;-;-;26,78;31,47;30;23,4;24,03
01.01.2015;15:00;-;16,1;27,51;-;-;-;-;27,51;29,08;32,49;23,3;23,9
01.01.2015;16:00;-;23,93;28,32;-;-;-;-;28,32;31,03;34,1;25,9;44,16
01.01.2015;17:00;-;26,9;28,36;-;-;-;-;28,36;39,09;42,88;30,5;48,62
01.01.2015;18:00;-;26,36;28,18;-;-;-;-;28,18;47,82;45,66;29,17;50,02
01.01.2015;19:00;-;23,98;27,81;-;-;-;-;27,81;50,75;43;27,09;52,04
01.01.2015;20:00;-;16,09;16,09;-;-;-;-;27,46;49,3;41,98;22,2;51,08
01.01.2015;21:00;-;14,08;14,08;-;-;-;-;27,06;48,24;39;18;45,04
01.01.2015;22:00;-;12,44;12,44;-;-;-;-;26,4;49,04;35,35;16,7;45,07
01.01.2015;23:00;-;0,04;0,04;-;-;-;-;18,36;46,14;29,9;10,7;43,04
02.01.2015;00:00;-;-12,11;-12,11;-;-;-;-;17,78;42,29;40;0,01;40,07
02.01.2015;01:00;-;-19,63;-19,63;-;-;-;-;9,62;38,1;38,18;-0,3;31,01
02.01.2015;02:00;-;-19,37;-19,37;-;-;-;-;7,67;38,03;33,26;-3,5;13,61
02.01.2015;03:00;-;-31,41;-31,41;-;-;-;-;10,83;32,06;26,3;-4,2;6,69
02.01.2015;04:00;-;-31,41;-31,41;-;-;-;-;23,14;27,66;25;-3,26;2,9
02.01.2015;05:00;-;-13,48;-13,48;-;-;-;-;26,1;28;38,85;-0,2;21,86
02.01.2015;06:00;-;0,08;0,08;-;-;-;-;27,25;33,44;32;1,8;13,61
02.01.2015;07:00;-;10,06;28,37;-;-;-;-;28,37;37,1;56,15;8,7;40,16
02.01.2015;08:00;-;14,25;28,37;-;-;-;-;28,37;39,34;59,61;13,15;46,18
02.01.2015;09:00;-;14,56;28,32;-;-;-;-;28,32;41,82;42,85;17,2;48,86
02.01.2015;10:00;-;14,64;28,3;-;-;-;-;28,3;42,19;39,39;19;52,43
02.01.2015;11:00;-;15,08;28,39;-;-;-;-;28,39;43;45;19,15;60,03
02.01.2015;12:00;-;15,41;28,3;-;-;-;-;28,3;44,02;45;20;58,49
02.01.2015;13:00;-;14,52;28,24;-;-;-;-;28,24;42,48;41,95;20;46,85
02.01.2015;14:00;-;14,7;28,12;-;-;-;-;28,12;39,12;39,2;20,5;45,08
02.01.2015;15:00;-;14,66;28,23;-;-;-;-;28,23;38,05;40;20,5;45,96
02.01.2015;16:00;-;16,09;28,59;-;-;-;-;28,59;39,49;48,23;23;60,07
02.01.2015;17:00;-;25,1;28,73;-;-;-;-;28,73;47,91;62,93;26;83,01
02.01.2015;18:00;-;25,06;28,48;-;-;-;-;28,48;52,88;65;25,5;70,07
02.01.2015;19:00;-;18,34;28,38;-;-;-;-;28,38;52,96;57;23;60,05
02.01.2015;20:00;-;14,26;15;-;-;-;-;27,85;49,91;54;17,2;60,01
02.01.2015;21:00;-;12,22;12,22;-;-;-;-;27,45;48,93;51;14;53,51
02.01.2015;22:00;-;8;10,4;-;-;-;-;27,2;50;51,75;11,65;45,08
02.01.2015;23:00;-;-0,33;-0,33;-;-;-;-;25,94;49,86;51,6;5;45,02
03.01.2015;00:00;-;-0,08;-0,08;-;-;-;-;17,57;39,48;37;0,59;2,75
03.01.2015;01:00;-;-0,07;-0,07;-;-;-;-;16,87;37,01;31,77;-0,7;2,19
03.01.2015;02:00;-;-5,03;-5,03;-;-;-;-;5,75;35,61;24,09;-2;1,12
03.01.2015;03:00;-;0,01;0,01;-;-;-;-;5,09;29,28;21,74;-1,06;1,56
03.01.2015;04:00;-;-0,04;-0,04;-;-;-;-;7,64;26,24;21,9;0,25;2,23
03.01.2015;05:00;-;0,03;0,03;-;-;-;-;23,85;25,82;35;0,99;18,07
03.01.2015;06:00;-;-8,67;-8,67;-;-;-;-;22,92;26,75;36;5,26;44,62
03.01.2015;07:00;-;4,46;4,46;-;-;-;-;26,75;30,84;45;11,84;45,1
03.01.2015;08:00;-;9,9;9,9;-;-;-;-;26,98;35,78;59,61;15,3;51,09
03.01.2015;09:00;-;14,29;14,29;-;-;-;-;27,52;37,2;46;19,05;55,33
03.01.2015;10:00;-;16,73;16,73;-;-;-;-;27,72;36,44;47,6;22,37;55,02
03.01.2015;11:00;-;22,31;22,31;-;-;-;-;27,73;36,74;52,89;23,59;60
03.01.2015;12:00;-;23,03;23,03;-;-;-;-;27,66;37,07;50,99;24,22;56,07
03.01.2015;13:00;-;22,4;22,4;-;-;-;-;27,65;37;49,4;24;51,97
03.01.2015;14:00;-;27,07;27,81;-;-;-;-;27,81;33,76;48,1;26,94;50,42
03.01.2015;15:00;-;28,29;28,37;-;-;-;-;28,37;31,07;50;29,4;51,09
03.01.2015;16:00;-;28,6;29,23;-;-;-;-;29,23;31,48;58,91;31,96;60,48
03.01.2015;17:00;-;28,88;29,53;-;-;-;-;29,53;40,09;63,2;38,22;64,72
03.01.2015;18:00;-;28,78;29,75;-;-;-;-;29,75;46,36;55,86;40;55,33
03.01.2015;19:00;-;28,54;29,46;-;-;-;-;29,46;48,95;50,24;36,4;51,22
03.01.2015;20:00;-;28,34;28,69;-;-;-;-;28,69;48,04;47,54;29,7;48,54
03.01.2015;21:00;-;27,26;27,93;-;-;-;-;27,93;46;42,14;25,3;40,16
03.01.2015;22:00;-;27,7;27,7;-;-;-;-;27,7;43,66;41,4;20,29;34,49
03.01.2015;23:00;-;14,27;14,27;-;-;-;-;27,25;37,48;39,1;12,54;16,06
04.01.2015;00:00;-;9,32;9,32;-;-;-;20,42;27,55;36,41;24,54;5;24,1
04.01.2015;01:00;-;0,1;0,1;-;-;-;17,18;27,38;31,46;16,52;3;18,06
04.01.2015;02:00;-;0,1;0,1;-;-;-;-;27,17;24,97;14,02;2;2,75
04.01.2015;03:00;-;0,1;0,1;-;-;-;-;27,03;14,42;13,06;0;2,23
04.01.2015;04:00;-;0,11;0,11;-;-;-;-;27,04;11,03;12,96;0,01;1,01
04.01.2015;05:00;-;6,8;6,8;-;-;-;-;27,19;13,77;17,87;-1,45;2,75
04.01.2015;06:00;-;14,95;14,95;-;-;-;-;27,13;16,44;23,43;-2;13,16
04.01.2015;07:00;-;25,49;25,49;-;-;-;-;27,06;17,79;36,9;0,82;38,95
04.01.2015;08:00;-;26,28;27,63;-;-;-;-;27,63;18,86;41,25;6,5;49,08
04.01.2015;09:00;-;27,32;28,03;-;-;-;-;28,03;28,83;45,01;12;55,33
04.01.2015;10:00;-;27,56;28,24;-;-;-;-;28,24;33,02;45,01;14,5;59,26
04.01.2015;11:00;-;27,32;28,32;-;-;-;28,32;28,32;35,64;47;18,44;59,79
04.01.2015;12:00;-;27,08;28,24;-;-;-;28,24;28,24;37,3;45,66;17,36;55,33
04.01.2015;13:00;-;26,33;28,27;-;-;-;28,27;28,27;35,41;40,14;14,76;48,86
04.01.2015;14:00;-;27,42;28,32;-;-;-;28,32;28,32;30,34;39,1;14,7;45,96
04.01.2015;15:00;-;28,37;28,7;-;-;-;28,7;28,7;26,52;43;16;53,1
04.01.2015;16:00;-;28,65;29,58;-;-;-;31,48;29,58;26,51;47,5;19;60,24
04.01.2015;17:00;-;28,94;29,92;-;-;-;33,96;29,92;42,98;58,66;26,32;60,46
04.01.2015;18:00;-;29,59;29,91;-;-;-;35,68;29,91;49,85;54,48;29,62;59,79
04.01.2015;19:00;-;29,42;29,77;-;-;-;35,53;29,77;48,61;55,68;29;60,06
04.01.2015;20:00;-;28,92;29,45;-;-;-;32,55;29,45;48,14;55,29;24;59,79
04.01.2015;21:00;-;28,66;29,06;-;-;-;29,06;29,06;43,99;50;21,5;52,96
04.01.2015;22:00;-;29,03;29,03;-;-;-;29,03;29,03;46,03;45,01;21,8;41,94
04.01.2015;23:00;-;27,68;27,68;-;-;-;22,9;28,02;43,04;45,01;15;43,57
05.01.2015;00:00;-;28,19;29,06;-;47,72;-;18,48;29,06;37,8;21,46;19,22;19,22
05.01.2015;01:00;-;28,15;28,88;-;39,1;-;17,43;28,88;34,09;20,1;18;18
05.01.2015;02:00;-;28,13;28,87;-;35,21;-;17,38;28,87;31,89;18,8;16,2;16,2
05.01.2015;03:00;-;28,05;28,05;-;32,43;-;17,4;28,97;28,5;17,3;15,41;15,41
05.01.2015;04:00;-;28,04;29,34;-;33,15;-;18,6;29,34;27,23;17,26;16,33;16,33
05.01.2015;05:00;-;27,01;30,33;-;38,85;-;19,3;30,33;32,26;21,7;21,11;21,11
05.01.2015;06:00;-;27,6;31,39;-;48,89;-;-;31,39;43,72;31,7;29,25;47,77
05.01.2015;07:00;-;33,62;32,84;-;60,03;-;-;32,84;49,94;43,32;38,48;59,79
05.01.2015;08:00;-;38,15;38,15;-;63,98;-;38,15;38,15;51,98;49;41,83;59,79
05.01.2015;09:00;-;41,51;41,51;-;64,5;-;-;41,51;53;49,28;44,9;59,79
05.01.2015;10:00;-;40,46;40,46;-;55,49;-;-;40,46;52,71;49,2;44,32;59,79
05.01.2015;11:00;-;40,97;40,97;-;53,5;-;-;40,97;52,35;50;45;57,56
05.01.2015;12:00;-;40,72;40,72;-;51;-;40,72;40,72;52,02;50,47;45,07;55,55
05.01.2015;13:00;-;41,92;41,92;-;50,39;-;41,92;41,92;50,4;50;46,62;53,1
05.01.2015;14:00;-;42;42;-;54,45;-;42;42;50,55;49,57;48,3;51,09
05.01.2015;15:00;-;43,1;43,1;-;64;-;-;43,1;49,46;49,95;48,8;51,09
05.01.2015;16:00;-;46,7;46,7;-;64,25;-;46,7;46,7;50,79;55,95;49,23;56,66
05.01.2015;17:00;-;56,78;56,78;-;68,64;-;56,78;56,78;58,08;65,97;57;60,46
05.01.2015;18:00;-;58,84;58,84;-;67;-;58,84;58,84;64,63;67;60,01;61,36
05.01.2015;19:00;-;49,23;49,23;-;61,5;-;49,23;49,23;61,17;61,5;55,68;60,02
05.01.2015;20:00;-;44,32;44,32;-;55,95;-;44,32;44,32;54,19;55,95;51;54,66
05.01.2015;21:00;-;35,86;35,86;-;50,26;-;35,86;35,86;51,16;49,5;44,14;44,14
05.01.2015;22:00;-;32,56;32,56;-;50,53;-;32,56;32,56;50,64;43,61;37,37;41,13
05.01.2015;23:00;-;30,03;30,03;-;51;-;30,03;30,03;48,78;36,08;31,9;32,85
06.01.2015;00:00;30,02;30,02;30,02;45,56;49,78;36,9;-;30,02;43,4;29,9;30,66;33,35
06.01.2015;01:00;30,57;29,81;29,81;40,28;45,21;35,04;29,81;29,81;39,86;27,97;30,45;30,45
06.01.2015;02:00;30,25;29,41;29,41;39,2;38,8;34,5;29,41;29,41;38,04;27,31;28;28
06.01.2015;03:00;30,29;27,89;29,11;36,22;35;33,47;29,11;29,11;33,14;26,5;27,4;27,4
06.01.2015;04:00;30,63;27,89;29,5;34,04;33,43;33,97;29,5;29,5;30,21;26;28,25;28,25
06.01.2015;05:00;29,64;28,01;29,64;38,58;37,58;36,02;29,64;29,64;35,88;29,74;28,89;32,1
06.01.2015;06:00;29,67;29,67;29,67;43,32;43,5;39,96;-;29,67;41,41;39,91;33,75;44,91
06.01.2015;07:00;38,82;30,03;30,03;50;52;42,66;-;30,03;50,67;49,16;42,3;48,34
06.01.2015;08:00;40,76;30,5;40,76;49,53;52;44,94;-;30,5;50,26;50,72;45;50,18
06.01.2015;09:00;40,02;30,35;30,35;50,87;51,04;50,87;-;30,35;49,79;48,59;43,2;50,2
06.01.2015;10:00;33,99;30,53;30,53;50,86;50,28;50,86;34,01;30,53;48,34;45,6;40,7;50,86
06.01.2015;11:00;31,22;29,91;30,47;50,17;49,1;50,17;31,85;30,47;47,43;45,5;40,36;48,86
06.01.2015;12:00;30,06;29,62;30,06;47,97;47,97;47,97;34,71;30,06;46,26;44,43;37,57;47,07
06.01.2015;13:00;29,99;29,58;29,98;45,2;45,11;45,2;34,95;29,98;44,25;44,45;37,91;45,07
06.01.2015;14:00;30,73;29,57;29,99;41,45;45,44;41,45;34,8;29,99;43,79;43,09;37,63;45,03
06.01.2015;15:00;37,38;29,62;30,48;40,08;52,49;40,08;34,74;30,48;43,94;43,74;39,37;45,03
06.01.2015;16:00;40,32;29,99;30,83;43,62;57,89;43,62;37,97;30,83;47,01;48,6;42,67;52,65
06.01.2015;17:00;45,96;29,65;31,04;48,55;63,98;48,55;37,98;31,04;52,45;57,44;49,74;55,55
06.01.2015;18:00;45,71;29,58;30,52;52,32;61,1;45,71;39,22;30,52;54,26;59,92;46,9;55,33
06.01.2015;19:00;39,57;29;29,99;53,1;59,17;39,94;37,79;29,99;52,98;52,66;40,4;51,09
06.01.2015;20:00;32,92;28,45;29,61;48,78;55;44,94;36,01;29,61;49,96;48,49;36,15;45,06
06.01.2015;21:00;29,15;28,15;29,15;43,91;50;42,51;31,42;29,15;47,92;42,2;33,15;37,08
06.01.2015;22:00;28,46;28,08;28,11;44,58;50,27;44;29,87;28,11;48,94;36,45;29,86;45,02
06.01.2015;23:00;26,97;26,97;27,32;45,73;49,1;39,94;27,32;27,32;47,98;31,23;25,76;45,07
07.01.2015;00:00;24,97;26,35;26,35;40;49,92;36,11;25,3;26,35;43,5;27,47;27,57;28,21
07.01.2015;01:00;24,65;26,08;26,08;36,69;45,5;34,31;24,48;26,08;39,46;26,5;27;27
07.01.2015;02:00;24,68;26,03;26,03;37,45;45;32,55;23,57;26,03;37,08;25,12;25,8;25,8
07.01.2015;03:00;25,06;26,17;26,17;32,08;41,85;32,08;23,99;26,17;35,06;24,2;26,2;26,2
07.01.2015;04:00;26,1;26,1;26,74;29,48;41,85;29,48;24,35;26,74;33,69;25,5;26,5;26,5
07.01.2015;05:00;26,95;26,84;28,11;34,94;44,32;34,94;23,92;28,11;38,02;28,97;27,13;27,95
07.01.2015;06:00;31,43;30,07;30,27;41,74;51,96;35,78;30,27;30,27;47,98;39,75;33,3;34,24
07.01.2015;07:00;45,98;33,17;33,17;49,17;57,33;45,98;33,17;33,17;52,41;53,5;43,3;48,7
07.01.2015;08:00;47,91;34,1;34,1;54,44;69,69;47,91;37,94;34,1;53,9;63,5;49,3;51,14
07.01.2015;09:00;48,91;33,28;33,28;50,99;70,95;48,91;40,85;33,28;54,95;65;50,45;52,25
07.01.2015;10:00;50;34,08;34,08;50;66,4;50;40,85;34,08;54,22;60;49,06;49,95
07.01.2015;11:00;51,22;33,63;33,63;51,22;63,98;51,22;41,81;33,63;53,76;57,78;49;50,03
07.01.2015;12:00;50,15;32,76;33,11;50,15;54,99;50,15;41,24;33,11;51,98;54,99;48,21;49,76
07.01.2015;13:00;51,46;30,65;33,2;51,46;52,62;51,46;41,67;33,2;50,42;52,62;47,5;50,7
07.01.2015;14:00;50,88;30,31;33,61;50,88;64,34;50,88;41,68;33,61;48,95;55,06;46,4;54,92
07.01.2015;15:00;48;29,79;37,43;48;65;48;43,01;37,43;48,92;58,26;45,4;59,72
07.01.2015;16:00;47,14;30,72;40,71;47,14;65,02;47,14;46,3;40,71;49,79;65;48,44;67,56
07.01.2015;17:00;51,07;29,56;49,85;51,07;65,21;51,07;52,74;49,85;52,85;65,21;53;63,78
07.01.2015;18:00;47,42;28,84;38,06;52,46;63;47,42;47,95;38,06;55,86;63;50;63,37
07.01.2015;19:00;44,83;28,2;33,19;48,78;58,23;44,83;42,92;33,19;54,04;58,23;43,2;61,81
07.01.2015;20:00;33,86;27,75;31,12;47,45;52,1;39,1;40,89;31,12;50,3;52,1;36;61,81
07.01.2015;21:00;27,42;27,42;29,84;42,02;50,55;42;31,64;29,84;46,47;50,55;31;55,63
07.01.2015;22:00;27,02;26,7;28,72;45,57;49,78;37,92;31,3;28,72;47,86;49,61;26,2;54,92
07.01.2015;23:00;22,11;22,11;27,47;45,6;49,78;33,51;27,47;27,47;45,55;42,08;23;48,7
08.01.2015;00:00;21,92;21,92;26,51;43,88;46,48;33,11;26,51;26,51;44,19;37;21,6;46,55
08.01.2015;01:00;19,35;19,35;25,07;35,65;40,85;32,32;25,07;25,07;42,18;32,6;19;43,95
08.01.2015;02:00;16,11;16,11;24,57;35,87;40,03;31,1;24,57;24,57;41,09;29,4;14,19;40,02
08.01.2015;03:00;14,93;14,93;24,44;30,17;38,85;30,17;24,44;24,44;40,98;29;14,01;39,81
08.01.2015;04:00;15;15;24,54;24,54;39,1;24,54;24,54;24,54;39,18;30;15,23;42,19
08.01.2015;05:00;19,04;19,04;26,04;32;44,41;32;24,99;26,04;44,2;38;16,74;55,49
08.01.2015;06:00;26,17;26,17;28,19;40,96;60;38,81;31,16;28,19;47,02;48;24,1;65,58
08.01.2015;07:00;38,34;29,41;29,41;49,53;65,66;42,44;34,25;29,41;49,44;64;31;67,8
08.01.2015;08:00;37,7;28,1;29,66;48,07;78,24;45,55;35,58;29,66;49,99;73,9;33,4;66,69
08.01.2015;09:00;32,99;28,23;29,52;48,75;76;48,75;36,98;29,52;49,43;73,18;33,88;67,8
08.01.2015;10:00;31,95;28,35;29,57;49,29;71,35;49,29;37,14;29,57;48,76;70;34,35;66,69
08.01.2015;11:00;33,59;28,46;29,72;49,33;66,95;49,33;37,82;29,72;48,04;65,2;35,7;66,77
08.01.2015;12:00;34,37;28,46;29,72;48,43;57,75;48,43;38,23;29,72;48,09;57,75;35,1;65,58
08.01.2015;13:00;35,08;28,6;29,85;47,21;57,89;47,21;41,39;29,85;48,35;57,89;35,2;65,58
08.01.2015;14:00;34,45;28,45;30,22;43,47;65,15;51,4;38,67;30,22;48,41;65;35,5;66,69
08.01.2015;15:00;38,12;28,24;30,83;38,27;65;40,5;39,46;30,83;48,42;65;34,7;65,58
08.01.2015;16:00;32,47;28,43;31,69;41,07;65,99;41,1;43,92;31,69;48,47;65,99;35,7;66,25
08.01.2015;17:00;36,49;28,4;32,03;47,97;67,08;54,5;43,14;32,03;48,1;67,08;39,3;67,8
08.01.2015;18:00;31,82;27,98;31,05;51,25;64;51,25;41,53;31,05;47,42;64;36,71;65,58
08.01.2015;19:00;32,93;27,69;30,37;50,31;62;50,31;40,73;30,37;46,75;62;34,3;65,01
08.01.2015;20:00;29,44;27,46;29,44;47,97;57,2;47,97;36,73;29,44;46,69;57,2;27,69;63,36
08.01.2015;21:00;28,62;27,31;28,62;40,5;51,01;40,5;32,29;28,62;46,31;51,01;23,62;53,07
08.01.2015;22:00;26,71;26,71;27,4;43,8;50,26;43,8;28,68;27,4;46,91;50,26;20;54,77
08.01.2015;23:00;15,93;15,93;25,91;44,05;48,9;44,05;-;25,91;41;45,78;13,97;47,81
09.01.2015;00:00;11,55;11,55;25,89;32,06;44,89;32,28;22,88;25,89;42,44;35,09;13,79;40,04
09.01.2015;01:00;13,47;13,47;25,37;29,71;41,1;29,71;20,15;25,37;41,31;27,47;13;18,02
09.01.2015;02:00;11,23;11,23;25,17;28,53;40,8;28,97;-;25,17;41,98;23,33;9,95;9,95
09.01.2015;03:00;9,37;16;25,12;23,75;40,03;25,12;-;25,12;41,06;19,15;7,05;7,05
09.01.2015;04:00;10,33;16,26;25,46;16,05;40,8;25,46;-;25,46;41,07;19,86;8,35;8,35
09.01.2015;05:00;10,57;19,94;26,88;21,44;46,21;25,84;-;26,88;44,07;32,5;13;24,24
09.01.2015;06:00;20,08;24,36;28,17;31,86;52,04;31,86;29,88;28,17;45,48;44,52;26,6;43,01
09.01.2015;07:00;34,24;29,24;29,24;44;60,03;44;31,58;29,24;46,98;59,5;31,4;60,02
09.01.2015;08:00;29,99;27,45;29,71;45,82;69,65;45,82;33,84;29,71;47,93;69,65;28,7;55,6
09.01.2015;09:00;28,33;27,38;29,11;45,59;71,94;47,16;34,93;29,11;47,28;71,94;29;59,61
09.01.2015;10:00;28,51;27,33;29,74;42,52;65,39;42,52;35,24;29,74;47,95;65,39;28,1;60,07
09.01.2015;11:00;31,69;27,23;30,46;41,57;63,98;43;38,1;30,46;47,95;63,98;28;60,05
09.01.2015;12:00;31,11;27,15;30,51;41,01;52,44;41,01;40,38;30,51;47,9;52,44;27,2;51,82
09.01.2015;13:00;29,95;27,08;29,95;39,24;51,05;40;41,78;29,95;46,98;51,05;26,4;49
09.01.2015;14:00;29,17;27,03;29,17;36,29;54,45;39,94;39,27;29,17;46,92;54,45;25;49,49
09.01.2015;15:00;29,47;27,02;29,47;29,47;58;39,96;40,39;29,47;46,95;58;25,61;54,94
09.01.2015;16:00;30,09;27,12;30,09;30,09;61;39,96;44,25;30,09;46,95;61;25,6;60,28
09.01.2015;17:00;33,47;27,15;30,99;35,43;65,04;52,44;44,14;30,99;45,96;65,04;30,4;68
09.01.2015;18:00;32,78;27,1;30,63;41;63,98;41;41,9;30,63;45,91;62,73;30,1;62,02
09.01.2015;19:00;33,47;27,02;29,91;38,95;58,43;38,95;41,75;29,91;44,94;58,43;27,5;58,94
09.01.2015;20:00;30,11;26,96;28,85;32,53;51,8;36,51;38,32;28,85;44,58;51,8;23,75;45,82
09.01.2015;21:00;26,69;26,69;28,32;26,69;50,4;34,6;29,96;28,32;44,95;48;21,01;40,04
09.01.2015;22:00;21,64;21,64;27,89;26,56;48,8;31,09;27,89;27,89;45,66;44,49;18,37;44,53
09.01.2015;23:00;14,72;14,72;26,74;25,26;44,96;29,46;-;26,74;43,28;33,32;12;34,48
10.01.2015;00:00;17,1;21,94;27,84;19,04;42,49;25,88;27,27;27,84;37,06;22,83;14,1;24,39
10.01.2015;01:00;12,93;25,08;27,21;15,96;38,8;25,78;23,15;27,21;35,08;17,28;9,1;39,36
10.01.2015;02:00;13,7;20,91;27,04;13,7;34,51;25,5;22,68;27,04;32,04;15;5,1;5,1
10.01.2015;03:00;11,01;20,68;27,47;11,01;33,35;25,34;-;27,47;32;15;6;6
10.01.2015;04:00;9,08;21,91;27,71;9,08;32,68;25,24;-;27,71;29,86;15;7;7
10.01.2015;05:00;9,28;12,28;27,91;9,28;34,51;21,6;-;27,91;32;15;3;6,91
10.01.2015;06:00;7,19;7,19;27,97;11,76;42,99;20,83;-;27,97;30,99;35,08;6;37,13
10.01.2015;07:00;9,31;9,31;28,43;15,84;49,11;29,39;33,94;28,43;37,08;49,11;4,6;52,01
10.01.2015;08:00;11,35;11,35;28,55;16,93;50,16;32,32;35,44;28,55;41,06;50,16;9,83;53,2
10.01.2015;09:00;15,87;15,87;28,56;18,11;49,28;39,64;36,18;28,56;41,47;49,28;15;51,38
10.01.2015;10:00;15,84;15,84;28,58;19,19;47,01;47,01;36,84;28,58;42,01;47,01;16,1;54
10.01.2015;11:00;14,83;14,83;28,42;19,25;44,49;51,05;36,18;28,42;42,75;44,49;16,9;47,57
10.01.2015;12:00;15,83;15,83;28,24;20,47;40,78;52,58;36,11;28,24;41,81;40,78;13,7;48,42
10.01.2015;13:00;14,85;14,85;27,96;18,21;38;48,61;36,1;27,96;37,06;38;10;45,9
10.01.2015;14:00;11,42;11,42;27,84;16,21;39,46;35,76;36,09;27,84;41,1;39,46;8,84;45,9
10.01.2015;15:00;11,34;11,34;27,86;11,34;45;36,17;36,09;27,86;43,71;45;10;60,01
10.01.2015;16:00;14,15;14,15;28,13;14,15;47,72;39,94;36,36;28,13;44,92;47,72;11,64;60,38
10.01.2015;17:00;17,09;17,09;28,36;18,64;53,1;47,04;36,09;28,36;45,83;53,1;17,86;61,07
10.01.2015;18:00;18,87;18,87;28,1;24,45;52,84;59,94;36,09;28,1;44,96;52,84;16;61,06
10.01.2015;19:00;13,44;13,44;27,71;27,75;51,95;42;36,1;27,71;42,05;51,95;13,06;61
10.01.2015;20:00;15,82;15,82;27,86;24,56;49;35,42;36,11;27,86;41,42;49;11;60,06
10.01.2015;21:00;11,51;11,51;27,64;18,75;46,44;35;29,64;27,64;41,4;44;9,1;61,05
10.01.2015;22:00;11,81;11,81;26,46;25,81;44,49;34,96;26,46;26,46;41,45;40,1;8,8;59,49
10.01.2015;23:00;5,08;5,08;25,54;27,67;40,83;32,91;25,54;25,54;32,07;30,5;1,5;45,06
11.01.2015;00:00;0,05;0,05;24,97;26,95;39,24;26,95;-;24,97;37,63;39,24;-6,56;42,11
11.01.2015;01:00;-2,06;-2,06;24,22;24,22;34,45;24,22;-;24,22;29,37;15;-7,69;1,79
11.01.2015;02:00;-4,11;-4,11;24,03;27,08;27,74;27,08;-;24,03;25,09;6,02;-5;0,22
11.01.2015;03:00;-5,06;-5,06;23,44;20,91;20;23,44;-;23,44;12,08;6;-10;0,22
11.01.2015;04:00;-4,12;-4,12;23,56;13,09;20;23,56;-;23,56;11,02;7,92;-10;0,22
11.01.2015;05:00;-0,74;-0,74;23,91;16,41;25,01;23,91;-;23,91;11,09;10;-5;0,85
11.01.2015;06:00;-25,02;-0,09;23,9;18,72;33,76;23,9;-;23,9;21,09;27,5;-10;0,89
11.01.2015;07:00;-16,94;0,05;24,71;17,21;37,27;24,32;-;24,71;15,5;37,27;-7,79;18,05
11.01.2015;08:00;-6,86;0,11;25,18;21,2;38,78;25,08;-;25,18;18,39;38,78;-7,5;34,53
11.01.2015;09:00;1,53;4,05;25,95;25,96;40,01;25,96;-;25,95;28,65;40,01;4,41;35,08
11.01.2015;10:00;5,61;5,61;27,11;28,83;37;28,83;27,11;27,11;33,88;37;14,49;39,03
11.01.2015;11:00;9,91;9,91;27,84;30,73;34,51;32,43;27,84;27,84;33,93;34,51;15,9;43,22
11.01.2015;12:00;8,71;8,71;27,65;31,8;33,76;31,8;27,65;27,65;36,59;33,76;11;42,33
11.01.2015;13:00;-0,09;0,11;27,68;30,37;28;31;27,68;27,68;20,63;28;5;38,08
11.01.2015;14:00;-0,07;0,11;27,65;23,39;30,2;31;27,65;27,65;29,58;30,2;4;42,23
11.01.2015;15:00;-1,8;0,15;27,8;12,7;35,51;31;27,8;27,8;34,93;35,51;6,25;45
11.01.2015;16:00;0,61;6,73;28,6;18,49;44,53;30;32,15;28,6;43;44,53;14;59,46
11.01.2015;17:00;13,51;13,72;28,97;25,81;53,48;45;32,76;28,97;45,02;53,48;20,82;60,37
11.01.2015;18:00;11,44;12,44;29,1;35,48;55;50;32,18;29,1;45,1;55;21;60,37
