Datum;Uhrzeit;Deutschland/Österreich/Luxemburg[Euro/MWh];Dänemark 1[Euro/MWh];Dänemark 2[Euro/MWh];Frankreich[Euro/MWh];Italien (Nord)[Euro/MWh];Niederlande[Euro/MWh];Polen[Euro/MWh];Schweden 4[Euro/MWh];Schweiz[Euro/MWh];Slowenien[Euro/MWh];Tschechien[Euro/MWh];Ungarn[Euro/MWh]
04.06.2015;06:00;31,47;18,78;18,78;24,61;45,93;41,08;-;18,78;27,6;27,33;28,7;28,79
04.06.2015;07:00;34,06;34,06;34,06;34,06;52,33;43,21;-;24,7;33,04;38,1;35,83;38,51
04.06.2015;08:00;31,63;31,63;31,63;31,5;64,24;41,35;31,63;31,63;31,37;38,1;33,7;37,08
04.06.2015;09:00;28,08;28,08;28,08;32,16;65,55;53,09;30,22;28,08;27,58;38,1;28,3;36,09
04.06.2015;10:00;24,99;24,99;24,99;34,27;59,21;51,94;30,77;24,99;27,85;38,1;28;37,07
04.06.2015;11:00;23,02;23,02;23,02;35,5;60;59,65;31,15;23,02;28;55,17;28;44,81
04.06.2015;12:00;21,12;21,12;21,12;33,62;52,99;57,69;33,11;21,12;26,03;52,99;26,12;44,57
04.06.2015;13:00;19,72;19,72;19,72;32,84;46,79;58,06;34,11;19,72;25,98;46,79;24,7;40,31
04.06.2015;14:00;18,73;18,73;18,73;30,93;55,01;54,53;31,84;18,73;25,93;50,5;24;39,04
04.06.2015;15:00;19,03;19,03;19,03;29,12;59,12;48,23;30,54;19,03;25,91;45;23,8;39,04
04.06.2015;16:00;20,01;20,01;20,01;29,92;59,71;48,93;30,5;20,01;25,89;45;24,66;31,3
04.06.2015;17:00;27,94;27,94;27,94;33,39;57;45,32;30,57;27,94;29,25;41,11;29,35;31,3
04.06.2015;18:00;33,79;33,61;33,61;35,77;58,99;40,01;33,61;33,61;33,59;33,2;34,28;34,28
04.06.2015;19:00;36,92;35,24;36,61;36,86;61,81;50,24;36,61;36,61;38,48;40,42;40,72;40,72
04.06.2015;20:00;37,79;31,94;36,89;37,34;63,03;44,2;36,91;36,89;39,71;39;40,7;42,79
04.06.2015;21:00;36,34;31,13;35,47;34,94;75,99;38,94;37,64;35,47;38,38;39,25;40,31;40,31
04.06.2015;22:00;36,63;20,04;35,75;41,68;55,01;52,44;35,75;35,75;36,12;36,29;36,69;36,69
04.06.2015;23:00;29,9;18,25;29,18;39,21;54;58,63;31,67;29,18;30,93;31,13;31,62;31,62
05.06.2015;00:00;25,37;15,7;15,7;27,97;50,62;33,28;-;15,7;28,3;31,11;26,11;26,11
05.06.2015;01:00;24,01;13,71;13,71;27,2;44,52;33,75;-;13,71;28,3;29,02;24;24
05.06.2015;02:00;22,89;12,43;12,43;23,78;43,24;28,1;-;12,43;24,92;27,46;22;22
05.06.2015;03:00;20,13;11,9;11,9;20,06;42,08;20,18;-;11,9;22,98;25,14;20;20
05.06.2015;04:00;22,01;12,06;12,06;19,12;42,74;24,15;-;12,06;20,65;26,89;20,99;20,99
05.06.2015;05:00;23,78;13,03;13,03;23,78;42,58;23,78;-;13,03;21,1;27;22;22
05.06.2015;06:00;30,66;16,99;16,99;29,17;45,02;31,74;-;16,99;22,42;30,37;30,37;30,37
05.06.2015;07:00;35,96;20,43;35,09;41,38;50;40,39;37,36;35,09;29,17;38,2;38,3;38,3
05.06.2015;08:00;37,91;22,26;37,91;48,01;56;46,07;44,4;37,91;36,53;38,2;37;38,55
05.06.2015;09:00;34,95;23,53;34,95;48,91;57,2;48,91;49,22;34,95;35,9;38,2;36,8;37,97
05.06.2015;10:00;28,75;27,75;28,75;52,11;52,11;60;51,75;28,75;35,24;40,46;32,46;39,03
05.06.2015;11:00;27,18;23,84;27,18;54;54;50,57;53,93;27,18;31,91;29,56;31,06;44,97
05.06.2015;12:00;24,23;22,62;24,23;51,31;51,31;57,44;56,53;24,23;31,03;41;29,3;45,06
05.06.2015;13:00;22,95;20,1;22,4;50,05;50,05;58,01;56,79;22,4;29,11;28,72;26,5;39,09
05.06.2015;14:00;22,29;19,29;21,76;53,05;53,05;53,09;52,65;21,76;27,46;25,1;25,8;45
05.06.2015;15:00;23,3;18,45;18,45;54,93;54,93;54,93;47,26;18,45;26,72;25,3;26,8;39,05
05.06.2015;16:00;25,96;17,7;17,7;45,76;58,51;54;45,09;17,7;27,57;26,4;27,9;33,56
05.06.2015;17:00;32,97;17,55;31,68;41,67;55,12;59,96;42;31,68;27,14;34,1;33,85;34,47
05.06.2015;18:00;39,96;21,91;31,75;39,96;55,7;39,96;40,64;31,75;30,98;40;36;36,01
05.06.2015;19:00;45,14;12,68;16,93;42,79;57,2;46,76;38,69;16,93;35,07;38,2;37,1;38,98
05.06.2015;20:00;42,5;16,46;16,46;34,17;58,11;48,14;38,61;16,46;35,22;40;36,6;39,04
05.06.2015;21:00;36,14;15,68;15,68;34,33;68,63;37,36;39,54;15,68;37,53;44,5;36,23;37,63
05.06.2015;22:00;35,06;15,26;15,26;39,91;53,01;38,96;36,67;15,26;35,86;39,65;35,55;35,55
05.06.2015;23:00;26,58;13,22;13,22;34,01;50,91;50,18;33,72;13,22;35,41;33,26;28,76;28,76
06.06.2015;00:00;24,24;9,94;9,94;29,88;50,61;55;-;9,94;26;26,7;25,5;25,5
06.06.2015;01:00;21,94;8,28;8,28;24,9;43,53;35,1;-;8,28;23,8;25,87;23;23
06.06.2015;02:00;18,13;7,36;7,36;24,42;42,18;38,12;-;7,36;22,04;24,93;21,13;21,13
06.06.2015;03:00;18,01;6,38;6,38;22,29;41,8;31,58;-;6,38;21,54;23,42;20;20
06.06.2015;04:00;20,02;5,39;5,39;20,55;42,41;21,68;-;5,39;21,31;23,51;19,8;19,8
06.06.2015;05:00;19,42;6,98;6,98;19,42;41,4;19,42;-;6,98;22,08;21,2;19,7;19,7
06.06.2015;06:00;20,85;8,04;8,04;20,85;41,4;20,85;-;8,04;22,69;22,16;20,16;20,16
06.06.2015;07:00;23,95;7,96;23,95;23,95;41,63;24,99;32,84;9,92;25,06;19,5;22,5;22,5
06.06.2015;08:00;24,77;14,77;24,77;24,77;43,4;36;32,85;12,82;26,44;23,08;26,58;26,58
06.06.2015;09:00;26,21;14,79;26,21;26,21;50,16;54,96;33,81;14,79;25,99;22,5;28;28
06.06.2015;10:00;25,07;15,44;25,07;25,07;51,38;60;34,54;15,44;25;21,14;26,93;26,93
06.06.2015;11:00;24,72;14,65;24,72;24,72;50,6;53,09;34,66;14,65;24,02;20,7;26,2;26,2
06.06.2015;12:00;19,76;13,73;19,76;23,85;47,39;40;35,11;13,73;22,55;18,09;23,41;23,41
06.06.2015;13:00;18,47;12,14;18,47;21,72;41,4;31,53;34,48;12,14;22,09;17,3;22,8;22,8
06.06.2015;14:00;20,18;11,12;20,18;20,18;43,4;30,12;34,66;11,12;20,81;15,03;20,53;20,53
06.06.2015;15:00;18,07;9,85;18,07;19,81;45,19;27,44;34,88;9,85;20,58;14,7;20,2;20,2
06.06.2015;16:00;18,57;9,14;18,57;20,71;50,58;30;34,85;9,14;21,58;16,12;22,1;22,1
06.06.2015;17:00;23,07;9,38;23,07;23,07;48,66;31,53;33,23;9,38;24,35;20,3;25,8;25,8
06.06.2015;18:00;26,5;9,93;26,5;26,5;51,79;37,07;33,09;9,93;28,15;24,06;27,4;28,98
06.06.2015;19:00;30,93;9,66;28,97;30,93;53,93;45;32,87;9,66;32,53;30,74;30,34;31,53
06.06.2015;20:00;32,05;9,59;28,96;32,05;45,38;51,66;32,88;9,59;33,96;38,1;33,6;39,1
06.06.2015;21:00;31,48;9,59;28,96;31,39;48,82;52,44;33,21;9,59;33,92;45;35,58;44,93
06.06.2015;22:00;32,76;9,5;28,95;35,2;42,7;64,83;32,29;9,5;33,99;38,1;34,6;34,6
06.06.2015;23:00;27,92;7,64;27,92;33,18;41,1;54,94;32,12;7,64;30,94;29,17;30,5;30,5
07.06.2015;00:00;18,59;4,87;4,87;23,87;48,93;34,71;-;4,87;24,74;26,73;22,73;22,73
07.06.2015;01:00;15,58;4,24;4,24;20;43,18;29,36;-;4,24;21,46;25,6;18,6;18,6
07.06.2015;02:00;17,35;4,02;4,02;17,35;42,9;17,35;-;4,02;19,89;23,65;16,65;16,65
07.06.2015;03:00;15,67;3,88;3,88;15,67;39,88;25;-;3,88;18,63;21,68;14,68;14,68
07.06.2015;04:00;15,26;3,73;3,73;15,26;43,18;15,26;-;3,73;14,26;18,14;14,14;14,14
07.06.2015;05:00;14,21;4,01;4,01;14,21;45,53;14,21;-;4,01;12,29;17,6;13,6;13,6
07.06.2015;06:00;13,13;4,25;4,25;13,13;43,18;13,13;-;4,25;12,82;18,2;14,2;14,2
07.06.2015;07:00;12,02;4,89;12,02;12,02;43,18;12,02;-;4,89;13,71;20,79;14,5;14,5
07.06.2015;08:00;13;8,44;13;13;42,9;29,94;36,29;8,44;16,54;21,5;16,1;16,1
07.06.2015;09:00;16,89;9,19;16,89;16,89;42,9;31,5;35,71;9,19;18,51;26,05;19,05;19,05
07.06.2015;10:00;14,66;10,1;14,66;14,66;42,9;32,12;36,81;10,1;17,33;35,1;19,16;19,16
07.06.2015;11:00;17,03;10,77;17,03;17,03;42,9;34,51;36,82;10,77;18,99;33,48;21,48;21,48
07.06.2015;12:00;14;9,9;14;17,65;41,35;35;37,47;9,9;18,24;31,6;19,6;19,6
07.06.2015;13:00;9,73;9,66;9,73;17,12;33,09;33;37,23;9,66;15,89;24,67;16,9;16,9
07.06.2015;14:00;11,98;8,36;11,98;15,38;38,9;29,94;35,16;8,36;14,57;22,7;15,7;15,7
07.06.2015;15:00;12,45;8,21;12,45;12,45;41,1;25;34,61;8,21;13,15;20;14,1;14,1
07.06.2015;16:00;13,58;8,71;13,58;13,58;45,4;24;34,63;8,71;13,61;21;16,32;16,32
07.06.2015;17:00;16,66;9,14;16,66;16,66;45,9;34,25;34,63;9,14;17,98;35,1;19,34;19,34
07.06.2015;18:00;22,69;10,6;10,6;22,03;46,4;39,94;31,15;10,6;22,94;45;23,39;23,39
07.06.2015;19:00;30,03;11,84;11,84;21,83;51,01;49,96;34,44;11,84;25,98;51,01;26,79;26,79
07.06.2015;20:00;29,98;12,66;12,66;25,19;52,99;55;34,62;12,66;25,7;52,99;28,2;37,04
07.06.2015;21:00;29,9;13,45;13,45;24,34;66;59,94;35,46;13,45;26,28;66;28,23;45,03
07.06.2015;22:00;32,39;13,79;13,79;32,39;57,34;70;36,53;13,79;28,39;57,34;30,6;30,6
07.06.2015;23:00;25,54;11,9;11,9;29,95;50,84;59,96;34,61;11,9;24,53;50,84;24,76;24,76
08.06.2015;00:00;24,29;10,44;10,44;24,29;46,4;24,29;-;10,44;24,09;21,51;22,51;22,51
08.06.2015;01:00;21,53;8,94;8,94;21,53;41,83;21,53;-;8,94;21,77;21,38;22,38;22,38
08.06.2015;02:00;18,94;8,37;8,37;18,94;40,98;18,94;-;8,37;20,4;18,11;20,01;20,01
08.06.2015;03:00;16,23;8,3;8,3;16,18;38,47;16,25;-;8,3;18,47;16,64;19;19
08.06.2015;04:00;16,22;9,21;9,21;15,13;39,34;16,95;-;9,21;19,16;18;19;19
08.06.2015;05:00;18,1;2,71;11,68;18,1;40,02;18,1;-;11,68;22,19;22,17;23,17;23,17
08.06.2015;06:00;31,54;28,73;28,73;31,54;45,95;31,54;34,03;28,73;30,05;33,72;32,9;32,9
08.06.2015;07:00;40,39;30,66;39,42;38,89;51,74;41,4;39,42;39,42;41,72;43,43;41,66;41,66
08.06.2015;08:00;44,91;41,99;44,91;45,51;60,61;46,91;45,74;44,91;43,74;44,36;42,5;42,5
08.06.2015;09:00;39,6;23,45;39,6;48,08;57,34;62,65;48,86;39,6;43,57;44,28;41,6;41,6
08.06.2015;10:00;37,49;23,79;37,49;42,67;54,19;52,44;48,6;37,49;38,64;40,22;38,6;39,08
08.06.2015;11:00;38,19;24,61;38,19;45,98;54,46;59,39;49,01;38,19;40,17;54,46;40,12;41,28
08.06.2015;12:00;32,61;23,91;32,61;40,52;51;59,62;49,08;32,61;36,51;51;37,3;47,94
08.06.2015;13:00;31,98;24,92;31,98;40,25;50,65;60,12;49,02;31,98;34,78;50,65;34,85;42,9
08.06.2015;14:00;30,62;28,25;30,62;36,31;52,91;49,94;49,03;30,62;34,62;52,91;33,9;41,93
08.06.2015;15:00;30,28;23,87;30,28;32,78;58,41;37,06;48,81;30,28;33,16;58,41;33,7;39,05
08.06.2015;16:00;29,98;21,41;29,98;31,56;60,99;35,34;44,51;29,98;32,8;60,99;33,65;36,58
08.06.2015;17:00;32,92;21,43;32,92;32,92;57;32,92;42,71;32,92;35,06;42,5;36;36
08.06.2015;18:00;34,73;21,46;34,73;34,73;57,34;34,73;36,37;34,73;36,9;57,34;37,4;37,4
08.06.2015;19:00;36,97;20,84;36,97;36,97;57,94;36,97;37,6;36,97;37,88;45,5;39,4;40,02
08.06.2015;20:00;34,97;18,6;34,97;34,97;60,99;34,97;39,05;34,97;35,44;60,99;38,25;45,01
08.06.2015;21:00;33,99;16,47;33,99;33,99;65,66;33,99;39,39;33,99;33,93;65,66;37;43,07
08.06.2015;22:00;32,91;16,46;32,12;36,4;57,24;44,74;34,68;32,12;34,42;57,24;35,94;35,94
08.06.2015;23:00;25,87;14,47;25,25;33,27;51,74;49,73;36,21;25,25;28,74;38,74;28,96;28,96
09.06.2015;00:00;25,01;14,01;14,01;25,01;48,63;25,01;-;14,01;25,09;23,81;25,2;25,2
09.06.2015;01:00;22,68;12,74;12,74;20,88;43,55;24,19;-;12,74;25,09;20,73;22,73;22,73
09.06.2015;02:00;19,05;12,62;12,62;19,05;41,13;19,05;-;12,62;23,02;17,63;20,13;20,13
09.06.2015;03:00;17,94;12,53;12,53;17,94;40;17,94;-;12,53;20,89;15,72;18,72;18,72
09.06.2015;04:00;17,34;12,66;12,66;17,34;40;17,34;-;12,66;19,24;16,71;19,71;19,71
09.06.2015;05:00;22,04;14,76;14,76;21,65;40;22,33;-;14,76;19,71;19,73;22,73;22,73
09.06.2015;06:00;31,61;30,85;30,85;18,76;45,18;40,42;36,57;30,85;22,17;27,59;30,99;30,99
09.06.2015;07:00;38,06;38,06;38,82;29,15;49,18;39,96;38,82;38,82;29,19;39,75;41,75;41,75
09.06.2015;08:00;40,49;40,49;45,64;41,62;56;43,62;45,64;45,64;40,44;44,21;46,96;46,96
09.06.2015;09:00;39,92;39,92;52,24;42,75;54;47,78;52,24;52,24;45,93;41,79;43,79;43,79
09.06.2015;10:00;40,33;40,33;51,82;41,66;52,65;44;51,82;51,82;43,46;41;43,04;43,04
09.06.2015;11:00;47,01;47,01;52,63;47,01;51,47;47,01;52,63;52,63;42,2;41,04;43,58;43,58
09.06.2015;12:00;44,94;44,94;51,37;44,94;50,55;44,94;51,37;51,37;42,67;42,1;41,77;41,77
09.06.2015;13:00;41,73;41,73;50,51;43,42;50,44;46,38;50,51;50,51;38,43;42,1;40,66;41,04
09.06.2015;14:00;40,91;33,38;40,91;44,2;52,99;49,94;43,31;40,91;37,96;42,1;37,2;40,04
09.06.2015;15:00;39,46;32,38;39,46;40,35;57,34;42,44;39,52;39,46;37,34;42,1;37,08;38
09.06.2015;16:00;34,96;32,36;34,96;36,75;57,34;39,85;37,42;34,96;36,44;35,1;35,97;35,97
09.06.2015;17:00;35,04;35,04;35,04;35,04;52,92;35,04;36,36;35,04;35,06;35,1;37,04;37,04
09.06.2015;18:00;36,13;35,06;36,13;36,13;52,68;36,13;36,26;36,13;36,46;35,82;38,11;38,11
09.06.2015;19:00;38,1;15,86;38,1;38,1;53,28;38,1;38,1;38,1;37,71;38,4;40,4;40,4
09.06.2015;20:00;38,16;15,29;38,16;38,16;56,38;38,16;38,16;38,16;39,08;37,41;39,41;41,03
09.06.2015;21:00;35,29;15,07;35,29;35,29;57,66;35,29;36,48;35,29;36,9;42,1;35,84;41,07
09.06.2015;22:00;34,91;13,95;34,91;34,91;52,35;34,91;37,18;34,91;34,33;32,62;35,62;40,1
09.06.2015;23:00;29,65;12,73;29,65;33,14;51;40,7;34,76;29,65;33,69;24,85;29,95;29,95
10.06.2015;00:00;27,99;14,96;27,99;27,99;48,55;27,99;-;14,96;26,84;25,65;26,68;26,68
10.06.2015;01:00;25,59;14,15;14,15;25,59;43,34;25,59;-;14,15;24,33;21,95;25,03;25,03
10.06.2015;02:00;24,59;13,22;13,22;24,59;41,5;24,59;-;13,22;22,39;20,05;22,55;22,55
10.06.2015;03:00;23,05;12,72;12,72;22,09;40,05;25,34;-;12,72;20,68;19,46;20,93;20,93
10.06.2015;04:00;23,75;12,84;12,84;21,23;40,05;29,73;-;12,84;21,02;22,78;20,92;20,92
10.06.2015;05:00;24,1;14,28;14,28;22,79;39,66;27,17;-;14,28;23,59;26;23,3;23,3
10.06.2015;06:00;32,97;29,98;32,97;30,32;44,86;39,13;34,8;32,97;33,92;40;34,69;34,69
10.06.2015;07:00;41,44;36,33;41,44;41,02;49,18;42,18;41,18;41,18;40,47;41,34;41,84;42,93
10.06.2015;08:00;41,96;41,96;41,96;40,59;55;42,96;45,37;41,96;43,53;49,1;43,77;46
10.06.2015;09:00;36,67;36,67;36,67;35,77;51,68;39,94;49,15;36,67;40,56;49,1;41;51,57
10.06.2015;10:00;35,06;32,42;35,06;34,66;51,67;44,94;49,38;35,06;38,09;49,1;38,4;53,59
10.06.2015;11:00;34,26;32,36;34,26;33,97;51,61;41,49;49,68;34,26;38,49;51,61;38,1;52,54
10.06.2015;12:00;31,16;31,16;31,16;34,44;49,1;42,44;50,23;31,16;35,09;49,1;35,4;52,69
10.06.2015;13:00;31,13;29,94;31,13;34,05;50;41,15;49,74;31,13;33,08;50;33,28;51,79
10.06.2015;14:00;29,7;19,67;29,7;32,67;51;39,94;50,33;29,7;32,92;51;31,8;52,92
10.06.2015;15:00;30,77;24,42;30,77;31,61;53,78;33,66;50,02;30,03;32,78;53,78;32,06;51,57
10.06.2015;16:00;32,94;8,61;32,94;32,94;55,71;32,94;45,17;32,94;32,59;55,71;32,86;49,1
10.06.2015;17:00;34,96;15,09;34,96;34,96;52,18;34,96;41,98;34,96;34,38;52,18;35,75;49,96
10.06.2015;18:00;38,46;14,91;38,46;38,46;52,18;38,46;38,46;38,46;38,1;52,18;38,48;49,55
10.06.2015;19:00;39,7;14,77;39,7;39,7;53,18;39,7;39,7;39,7;39,92;52,1;40,66;44,02
10.06.2015;20:00;37,08;14,61;37,08;37,08;53,65;37,08;39,66;37,08;38,4;50;40,01;47,09
10.06.2015;21:00;35,13;14,55;35,13;35,13;54,38;35,13;41,97;35,13;36,14;50;37,03;43,05
10.06.2015;22:00;35,92;14,2;35,92;35,92;52,2;35,92;37,33;35,92;34,96;35,49;35,05;35,05
10.06.2015;23:00;29,95;12,95;29,23;29,95;50,79;29,95;36,62;29,23;31,24;33,1;30,6;30,6
11.06.2015;00:00;28,31;9,07;9,07;28,31;49,04;28,31;-;9,07;27,63;31,35;27,1;27,1
11.06.2015;01:00;25,98;8,13;8,13;25,98;44,68;25,98;-;8,13;25,5;29,5;25,5;25,5
11.06.2015;02:00;25,91;7,4;7,4;25,91;43,4;25,91;-;7,4;24,03;27,17;23,7;23,7
11.06.2015;03:00;24,02;8,38;8,38;22,92;40,38;24,85;-;8,38;22,95;25,05;22,8;22,8
11.06.2015;04:00;24,06;9,1;9,1;23,95;40,38;24,15;-;9,1;22,97;26,61;23;23
11.06.2015;05:00;26,69;11,58;11,58;26,69;39,68;26,69;-;11,58;24,55;26,6;24,9;24,9
11.06.2015;06:00;31,52;15,76;31,22;31,52;46,01;31,52;34,65;30,76;31,99;30,09;32,9;32,9
11.06.2015;07:00;42,29;32;42,29;41,21;49,18;43,08;41,27;41,27;40,09;41,1;39,6;40,46
11.06.2015;08:00;45,97;32,24;45,97;44,32;56,38;49,59;45,99;45,97;40,79;41,1;42;42
11.06.2015;09:00;42,96;42,96;42,96;43,13;51,19;43,51;49,36;42,96;37,47;51,19;37,7;40,07
11.06.2015;10:00;40,4;40,4;40,4;41,92;50,25;45,25;49,35;40,4;35,68;50,25;35,8;38,95
11.06.2015;11:00;39,9;39,9;39,9;42,88;50,57;49,4;49,57;39,9;36,02;50,57;35,4;41,03
11.06.2015;12:00;35,21;35,21;35,21;40,18;46,18;51,15;49,7;35,21;33,94;46,18;32,23;42,53
11.06.2015;13:00;34,04;34,04;34,04;39,76;44,9;52,44;50,02;34,04;33,91;44,9;31;33,65
11.06.2015;14:00;32,77;32,77;32,77;38,62;50,57;48,97;49,39;32,77;33,21;50,57;31,19;33,67
11.06.2015;15:00;33,94;32,24;33,94;41,53;52;53,77;49,87;33,94;33,54;52;31,4;38,64
11.06.2015;16:00;35,94;32,24;35,94;40,48;54,29;49,99;41,99;35,94;34,97;54,29;32,1;34,35
11.06.2015;17:00;43,06;43,06;43,06;43,28;52,18;43,71;43,06;43,06;37,94;50;38;40,07
11.06.2015;18:00;42,91;36,7;42,91;42,91;52,74;42,91;42,91;42,91;42,04;40,42;41,15;41,65
11.06.2015;19:00;44,96;34,61;44,96;44,96;53,18;44,96;44,96;44,96;43;42,1;44,1;44,1
11.06.2015;20:00;41,79;29,98;41,79;41,79;53,15;41,79;41,79;41,79;40,09;41;42,3;45,83
11.06.2015;21:00;41,19;29,96;41,19;41,19;51,36;41,19;41,27;41,19;37,4;41,1;39,5;43,54
11.06.2015;22:00;40,96;14,77;39,97;40,96;50,57;40,96;39,97;39,97;37,69;36,8;37,2;37,2
11.06.2015;23:00;33,39;14,02;32,59;33,39;51,06;33,39;35,73;32,59;32,34;29,11;31,11;31,11
12.06.2015;00:00;30,03;13,09;30,03;30,03;54,25;30,03;-;13,09;29,61;31,99;29,14;29,14
12.06.2015;01:00;29,46;11,57;11,57;29,46;47,18;29,46;-;11,57;27,1;30,36;26,86;26,86
12.06.2015;02:00;26,9;10,67;10,67;26,88;46,68;26,96;-;10,67;26,09;29,99;25,57;25,57
12.06.2015;03:00;25,88;9,45;9,45;25,88;43,68;25,88;-;9,45;25,03;28,06;24,28;24,28
12.06.2015;04:00;24,89;5,56;9,97;24,25;43,8;26,95;-;9,97;25,16;28,27;24,77;24,77
12.06.2015;05:00;26,54;17,27;12,86;26,54;45,51;26,54;-;12,86;26,28;29,38;26,23;26,23
12.06.2015;06:00;33,14;32,21;33,14;31,48;50,94;38,21;35,95;33,14;32,98;35;33,8;33,8
12.06.2015;07:00;42,41;42,41;42,41;39,62;53,01;49,7;42,41;42,41;40,68;41;41;41
12.06.2015;08:00;44,92;44,92;44,92;42,36;71,76;51,64;50,83;44,92;41,97;45,1;43,37;43,37
12.06.2015;09:00;44,45;44,45;44,45;44,45;63,72;44,45;52,48;44,45;40,41;44,41;40,9;42,94
12.06.2015;10:00;41,85;41,85;41,85;42,8;62,4;44,94;52,89;41,85;37,94;45,1;36,97;44,78
12.06.2015;11:00;40,75;40,75;40,75;42,79;68,82;47,44;53,55;40,75;37,98;51;35,94;47,91
12.06.2015;12:00;35,15;35,15;35,15;38,16;55,01;44,99;54,3;35,15;34,75;55,01;32,85;46,34
12.06.2015;13:00;32,02;32,02;32,02;39,36;55,01;56;53,87;32,02;34,35;55,01;31,68;42,54
12.06.2015;14:00;30,14;30,14;30,14;38,6;64;53,27;52,59;30,14;34,09;64;31,1;42,53
12.06.2015;15:00;31,95;31,95;31,95;34,85;69,1;39,94;52,63;31,95;33,38;69,1;31,58;41,04
12.06.2015;16:00;32,18;32,18;32,18;35,04;68,45;45;50,44;32,18;34,25;51;32,75;41,01
12.06.2015;17:00;35,4;35,4;35,4;36,33;57;37,99;43,21;35,4;36,53;50;36;40,3
12.06.2015;18:00;40,72;40,72;40,72;40,72;54,86;40,72;41,14;40,72;38,76;45,1;38,77;40,07
12.06.2015;19:00;40,05;39,09;39,09;36,79;55,37;42,65;41,01;39,09;40,4;45,1;40,65;41,04
12.06.2015;20:00;40,08;39,12;39,12;36,08;54,25;42,91;41,55;39,12;38,51;40,1;40;42,54
12.06.2015;21:00;40,91;30;31,17;36,21;53,28;43,99;41,74;31,17;37,29;45,1;38,2;41,07
12.06.2015;22:00;41,02;29,91;29,91;41,02;52,66;41,02;36,09;29,91;36,29;41,9;35,64;35,64
12.06.2015;23:00;34;11,71;11,71;42,48;51,6;57,61;34,58;11,71;31,25;34,88;31;31
13.06.2015;00:00;27,3;8,54;8,54;27,3;55;27,3;-;8,54;27,59;25,16;27,84;27,84
13.06.2015;01:00;26,59;6,81;6,81;26,59;48,47;26,59;-;6,81;25,81;22,4;25,4;25,4
13.06.2015;02:00;25,09;5,79;5,79;25,09;47,99;25,09;-;5,79;24,01;20,41;23,5;23,5
13.06.2015;03:00;23,52;5,27;5,27;23,52;43,05;23,52;-;5,27;22,99;18,99;22,5;22,5
13.06.2015;04:00;23,08;4,99;4,99;23,08;43,04;23,08;-;4,99;22,72;18,57;22,03;22,03
13.06.2015;05:00;23,58;5,6;5,6;23,58;41,78;23,58;-;5,6;22,07;17,97;21,34;21,34
13.06.2015;06:00;24,92;7,56;7,56;19,45;43;23,68;-;7,56;22,82;18,13;22,13;22,13
13.06.2015;07:00;24,9;9,63;9,63;20,93;45;27,36;36,11;9,63;25,23;21,84;24,84;24,84
13.06.2015;08:00;27,97;27,3;27,3;27,97;55;27,97;38,88;27,3;27,41;25,87;27,87;29,23
13.06.2015;09:00;30,61;29,87;29,87;30,61;57,36;30,61;40,94;29,87;28,26;24,98;28,55;33,58
13.06.2015;10:00;29,63;28,91;28,91;29,63;83,38;29,94;42,3;28,91;26,58;23,49;28,3;33,58
13.06.2015;11:00;29,49;28,78;28,78;29,49;69,99;29,49;42,9;28,78;25,14;22,5;27,5;33,58
13.06.2015;12:00;28,24;26,25;26,25;28,84;61,95;30;43;26,25;23,77;20,85;25,2;33,58
13.06.2015;13:00;26,08;11,97;11,97;26,08;61,78;26,08;41,46;11,97;21,83;18,65;23;32,84
13.06.2015;14:00;23,5;11,46;11,46;23,5;64;23,5;41,65;11,46;21;17,48;22,04;29,33
13.06.2015;15:00;21,99;11,01;11,01;21,99;61,95;21,99;39,05;11,01;19,64;16,8;20,8;27,09
13.06.2015;16:00;21,82;11,1;11,1;21,82;62,06;21,82;37,69;11,1;21,69;16,67;21,75;29,33
13.06.2015;17:00;23,33;11,7;11,7;23,33;53,99;23,33;36,6;11,7;24,02;20,14;24,1;27,26
13.06.2015;18:00;27,59;11,74;11,74;27,59;50,8;27,59;36,55;11,74;26,74;25,18;27,18;30,4
13.06.2015;19:00;29,63;11,19;11,19;29,63;53,28;29,63;36,57;11,19;30,03;26,45;29,4;31,12
13.06.2015;20:00;29,73;11,02;11,02;29,73;54,09;29,73;37,2;11,02;29,56;26,48;29,5;33,58
13.06.2015;21:00;29,05;10,66;10,66;29,05;55,61;29,05;36,4;10,66;28,96;32,1;29,42;33,58
13.06.2015;22:00;31,43;10,63;10,63;31,43;53,39;31,43;35,38;10,63;30,34;28,4;30,4;30,4
13.06.2015;23:00;27,07;8,87;8,87;27,07;49,88;27,07;31,66;8,87;25,06;22,73;25,73;25,73
14.06.2015;00:00;19,08;8,51;8,51;20,15;62,99;22,16;-;8,51;19,38;14,43;18,5;18,5
14.06.2015;01:00;13,55;7,46;7,46;18,47;44,32;27,93;-;7,46;15,62;12;14,1;14,1
14.06.2015;02:00;15,77;6,38;6,38;18,48;44,32;23,71;-;6,38;15,57;11,46;15;15
14.06.2015;03:00;14,86;5,45;5,45;15,21;42,17;15,86;-;5,45;13,17;9,5;13,02;13,02
14.06.2015;04:00;13,38;4,78;4,78;13,38;44,32;13,38;-;4,78;12,86;7,38;10,91;10,91
14.06.2015;05:00;10,24;4,71;4,71;10,24;45,31;10,24;-;4,71;11,08;4,44;9,07;9,07
